word,pinyin,freq
黜邪崇正,chu xie cho4ng zheng,0.0
杀人如蓺,sha1 ren ru tie,0.0
黜奢崇俭,chu she chong jia4n,0.0
黜昏启圣,chu hun qi she4ng,0.0
杀一儆百,sha1 yi jing bai,0.0
望岫息心,wa4ng xiu xi xin,0.0
杀一砺百,sha1 yi li bai,0.0
杀彘教子,sha1 zhi jiao zi,0.0
沙鸥翔集,sha ou xiang ji,0.0
铩羽暴鳞,sha1 yu bao lin,0.0
铩羽而归,sha1 yu er gui,0.0
铩羽涸鳞,sha1 yu he lin,0.0
善颂善祷,sha4n song shan dao,0.0
缮甲治兵,sha4n jia zhi bing,0.0
楚囚对泣,chu qiu3 dui qi,0.0
草庐三顾,ca3o lu san gu,0.0
枉辔学步,wa3ng pei xue bu,0.0
枉墨矫绳,wa3ng mo jiao sheng,0.0
枉口诳舌,wa3ng kou kuang she,0.0
枉口嚼舌,wa3ng kou jiao she,0.0
枉口拔舌,wa3ng kou ba she,0.0
枉勘虚招,wa3ng kan xu zhao,0.0
枉己正人,wa3ng ji zheng ren,0.0
褚小怀大,zhu xia3o huai da,0.0
褚小杯大,zhu xia3o bei da,0.0
上溢下漏,sha4ng yi xia lou,0.0
尚虚中馈,sha4ng xu zhong kui,0.0
枉费唇舌,wa3ng fei chun she,0.0
枉法徇私,wa3ng fa xun si,0.0
枉尺直寻,wa3ng chi zhi xun,0.0
往蹇来连,wa3ng jian lai lian,0.0
烧犀观火,sha1o xi guan huo,0.0
勺水一脔,sha2o shui yi luan,0.0
韶华如驶,sha2o hua ru shi,0.0
韶颜稚齿,sha2o yan zhi chi,0.0
王孙贵戚,wa2ng sun gui qi,0.0
少安无躁,sha3o an wu zao,0.0
少安毋躁,sha3o an wu zao,0.0
楚腰卫鬓,chu ya3o wei bin,0.0
楚腰蛴领,chu ya3o qi ling,0.0
少吃俭用,sha3o chi jian yong,0.0
草藄禽猘,ca3o ti qin xian,0.0
少私寡欲,sha3o si gua yu,0.0
枉曲直凑,wa3ng qu zhi cou,0.0
枉矢哨壶,wa3ng shi qiao hu,0.0
枉突徙薪,wa3ng tu xi xin,0.0
上嫚下暴,sha4ng man xia bao,0.0
擅壑专丘,sha4n he zhuan qiu,0.0
商彝夏鼎,sha1ng yi xia ding,0.0
商彝周鼎,sha1ng yi zhou ding,0.0
觞酒豆肉,sha1ng jiu dou rou,0.0
鄐诜高第,xi shen ga4o di,0.0
草满囹圄,ca3o man ling yu,0.0
鄐诜丹桂,xi shen da4n gui,0.0
上谄下渎,sha4ng chan xia du,0.0
怵目惊心,chu mu ji4ng xin,0.0
上竿掇梯,sha4ng gan duo ti,0.0
上焌下报,sha4ng zheng xia bao,0.0
忘啜废枕,wa4ng chuo fei zhen,0.0
妄自菲薄,wa4ng zi fei bo,0.0
枉物难消,wa3ng wu nan xiao,0.0
妄言妄听,wa4ng yan wang ting,0.0
妄下雌黄,wa4ng xia ci huang,0.0
妄谈祸福,wa4ng tan huo fu,0.0
妄生穿凿,wa4ng sheng chuan zao,0.0
妄口巴舌,wa4ng kou ba she,0.0
妄尘而拜,wa4ng chen er bai,0.0
惘然若失,wa3ng ran ruo shi,0.0
罔知所措,wa3ng zhi suo cuo,0.0
罔极之恩,wa3ng ji zhi en,0.0
枉直同贯,wa3ng zhi tong guan,0.0
枉直随形,wa3ng zhi sui xing,0.0
处堂燕鹊,chu ta3ng yan que,0.0
刓方为圆,shu fa1ng wei yuan,0.0
剜肉做疮,wa1n rou zuo chuang,0.0
长恶不悛,cha2ng e bu quan,0.0
涂歌里抃,tu ge li bia2n,0.0
吐哺辍洗,tu bu chuo3 xi,0.0
刬旧谋新,cha3n jiu mou xin,0.0
剗草除根,cha3n cao chu gen,0.0
剗恶锄奸,cha3n e chu jian,0.0
土穰细流,tu ra3ng xi liu,0.0
豕交兽畜,shi jia3o shou chu,0.0
剗旧谋新,cha3n jiu mou xin,0.0
豕食丐衣,shi shi ga3i yi,0.0
土龙刍狗,tu lo3ng chu gou,0.0
豕突狼奔,shi tu la3ng ben,0.0
使性傍气,shi xing ba3ng qi,0.0
使性谤气,shi xing ba3ng qi,0.0
使性掼气,shi xing gua3n qi,0.0
遫俗绝物,chuo4 su jue wu,0.0
谄词令色,cha3n ci ling se,0.0
瘏口哓音,tu kou xia2o yin,0.0
敕始毖终,chi shi bi zho4ng,0.0
始作俑者,shi zuo3 yong zhe,0.0
赤壁鏖兵,chi bi a4o bing,0.0
耻与哙伍,chi yu kua3i wu,0.0
世掌丝纶,shi zha4ng si lun,0.0
齿牙之猾,chi ya3 zhi hua,0.0
谄上傲下,cha3n shang ao xia,0.0
齿牙馀论,chi ya3 yu lun,0.0
齿牙馀慧,chi ya3 yu hui,0.0
涂歌邑诵,tu ge yi so2ng,0.0
示贬于褒,shi bia4n yu bao,0.0
吐哺握发,tu bu wo fa3,0.0
吐哺捉发,tu bu zhuo fa3,0.0
豕虎传讹,shi hu chua3n e,0.0
兔死狗烹,tu si go4u peng,0.0
食箪浆壶,shi da2n jiang hu,0.0
剸繁治剧,shi fa2n zhi ju,0.0
剸繁决剧,shi fa2n jue ju,0.0
抟心揖志,tua2n xin yi zhi,0.0
抟心壹志,tua2n xin yi zhi,0.0
抟香弄粉,tua2n xiang nong fen,0.0
抟沙作饭,tua2n sha zuo fan,0.0
抟沙嚼蜡,tua2n sha jiao la,0.0
抟空捕影,tua2n kong bu ying,0.0
兔走鹘落,tu zo4u gu luo,0.0
兔头麞脑,tu tou suo na4o,0.0
食古如鲠,shi gu ru ge2ng,0.0
兔死凫举,tu si3 fu ju,0.0
豕亥鱼鲁,shi ha3i yu lu,0.0
食藿悬鹑,shi huo xua2n chun,0.0
食荼卧棘,shi tu wo2 ji,0.0
兔起鹘落,tu qi hu luo4,0.0
兔起凫举,tu qi3 fu ju,0.0
充闾之庆,cho1ng lv zhi qing,0.0
食鱼遇鲭,shi2 yu yu qing,0.0
食玉炊桂,shi yu chui2 gui,0.0
食子徇君,shi2 zi xun jun,0.0
矢口狡赖,shi kou jia3o lai,0.0
豕窜狼逋,shi cua3n lang bu,0.0
豕分蛇断,shi fen she dua3n,0.0
吐刚茹柔,tu ga3ng ru rou,0.0
事必躬亲,shi bi go4ng qin,0.0
齿牙馀惠,chi ya3 yu hui,0.0
刬草除根,cha3n cao chu gen,0.0
齿牙为猾,chi ya3 wei hua,0.0
尺树寸泓,chi shu cun ho3ng,0.0
阐幽抉微,cha3n you jue wei,0.0
饰垢掩疵,shi gou ya4n ci,0.0
饰智矜愚,shi4 zhi jin yu,0.0
室迩人遐,shi er ren xia4,0.0
室迩人遥,shi er ren ya4o,0.0
室迩人远,shi er ren yua4n,0.0
阐幽明微,cha3n you ming wei,0.0
室如县罄,shi ru xia4n qing,0.0
投畀豺虎,tou bi cha2i hu,0.0
室如悬磬,shi ru xua4n qing,0.0
室如悬罄,shi ru xua4n qing,0.0
恃才傲物,shi ca4i ao wu,0.0
恃强凌弱,shi qia4ng ling ruo,0.0
冁然而笑,cha3n ran er xiao,0.0
恃勇轻敌,shi yo4ng qing di,0.0
昌歜羊枣,cha1ng chu yang zao,0.0
头眩目昏,tou xua2n mu hun,0.0
拭目而待,shi mu er da4i,0.0
拭目以俟,shi4 mu yi si,0.0
尺蠖求伸,chi huo3 qiu shen,0.0
头童齿豁,to2u tong chi huo,0.0
尺幅寸缣,chi fu cun jia3n,0.0
长才短驭,cha2ng cai duan yu,0.0
尺椽片瓦,chi chua3n pian wa,0.0
尺布斗粟,chi bu do3u su,0.0
踟蹰不前,chi chu bu qia2n,0.0
投阱下石,tou jing xia2 shi,0.0
尺水丈波,chi shui zha3ng bo,0.0
投袂而起,to2u mei er qi,0.0
侈纵偷苟,chi zo3ng tou gou,0.0
事生肘腋,shi sheng zho4u ye,0.0
徒讬空言,tu tun kong ya2n,0.0
谄上骄下,cha3n shang jiao xia,0.0
谄上欺下,cha3n shang qi xia,0.0
齿豁头童,chi huo3 tou tong,0.0
势穷力蹙,shi qio4ng li cu,0.0
势穷力竭,shi qio4ng li jie,0.0
图穷匕见,tu qiong bi xia2n,0.0
势焰熏天,shi ya4n xun tian,0.0
谄上抑下,cha3n shang yi xia,0.0
谄笑胁肩,cha3n xiao xie jian,0.0
谄谀取容,cha3n yu qu rong,0.0
视如敝屐,shi4 ru bi ji,0.0
投袂荷戈,to2u mei he ge,0.0
视如敝屣,shi4 ru bi xi,0.0
投隙抵罅,tou xi di xia2,0.0
投隙抵巇,to2u xi di xi,0.0
视如陌路,shi ru mo4 lu,0.0
侈人观听,chi ren gua3n ting,0.0
侈丽闳衍,chi li hong ya3n,0.0
侈恩席宠,chi en xi cho3ng,0.0
视死如饴,shi4 si ru yi,0.0
尺泽之鲵,chi ze3 zhi ni,0.0
视同陌路,shi to4ng mo lu,0.0
尺瑜寸瑕,chi yu cun xia3,0.0
投袂援戈,tou mei yua2n ge,0.0
刬恶锄奸,cha3n e chu jian,0.0
食不暇饱,shi bu xia2 bao,0.0
剜肉医疮,wa1n rou yi chuang,0.0
抽薪止沸,cho1u xin zhi fei,0.0
跅弢不羁,tuo ta4o bu ji,0.0
跅幪不羁,tuo4 meng bu ji,0.0
跅弛不羁,tuo4 chi bu ji,0.0
诗家三昧,shi jia1 san mei,0.0
唾手可得,tuo4 shou ke de,0.0
唾面自干,tuo mia4n zi gan,0.0
唾壶敲缺,tuo hu qia4o que,0.0
唾壶击碎,tuo4 hu ji sui,0.0
唾壶击缺,tuo4 hu ji que,0.0
诗酒朋侪,shi jiu peng cha1i,0.0
橐驼之技,tuo2 tuo zhi ji,0.0
橐甲束兵,tuo jia2 shu bing,0.0
脱颖囊锥,tuo ying na1ng zhui,0.0
愁肠殢酒,chou cha2ng ti jiu,0.0
施衿结褵,shi jin jie1 li,0.0
愁长殢酒,chou cha2ng ti jiu,0.0
畴咨之忧,cho2u zi zhi you,0.0
脱壳金蝉,tuo ke jin cha1n,0.0
脱缰之马,tuo jia1ng zhi ma,0.0
十夫榪椎,shi fu zhi zhui2,0.0
搀行夺市,cha1n hang duo shi,0.0
谗口铄金,cha2n kou shuo jin,0.0
十夫桡椎,shi fu ra2o zhui,0.0
拖青纡紫,tuo1 qing yu zi,0.0
十浆五馈,shi jia2ng wu kui,0.0
谗言佞语,cha2n yan ning yu,0.0
绸缪帷幄,cho2u mou wei wo,0.0
虱胫虮肝,shi jing ji ga1n,0.0
虱多不痒,shi duo bu ya1ng,0.0
挖肉补疮,wa1 rou bu chuang,0.0
省吃俭用,sheng chi jia3n yong,0.0
剜肉生疮,wa1n rou sheng chuang,0.0
剜肉成疮,wa1n rou cheng chuang,0.0
剜肉补疮,wa1n rou bu chuang,0.0
鼪鼬之迳,tia1n you zhi jing,0.0
渑池之功,mia3n chi zhi gong,0.0
绳厥祖武,she2ng jue zu wu,0.0
绳愆纠谬,sheng qia2n jiu miu,0.0
外巧内嫉,wa4i qiao nei ji,0.0
外强中瘠,wa4i qiang zhong ji,0.0
绳愆纠缪,sheng qian jiu miu,0.0
外厉内荏,wa4i li nei ren,0.0
绳枢瓮牖,sheng shu weng yo2u,0.0
愁眉啼妆,chou mei ti zhua2ng,0.0
虱处裻中,shi chu kun zho1ng,0.0
盛食厉兵,she4ng shi li bing,0.0
盛筵必散,sheng ya4n bi san,0.0
盛筵难再,sheng ya4n nan zai,0.0
剩馥残膏,sheng fu ca4n gao,0.0
尸禄素飡,shi lu su ca1n,0.0
失道寡助,shi da1o gua zhu,0.0
失魂荡魄,shi hun da1ng po,0.0
瓦玉集糅,wa3 yu ji rou,0.0
失魂丧魄,shi hun sa1ng po,0.0
愁眉蹙额,cho2u mei cu e,0.0
瓦查尿溺,wa3 cha niao ni,0.0
蛙鸣蝉噪,wa1 ming chan zao,0.0
绸缪束薪,cho2u mou shu xin,0.0
十米九糠,shi mi jiu ka2ng,0.0
食不遑味,shi bu hua2ng wei,0.0
十拏九稳,shi mu jiu we2n,0.0
时乖运舛,shi gua2i yun chuan,0.0
时乖运蹇,shi gua2i yun jian,0.0
时乖运拙,shi gua2i yun zhuo,0.0
颓垣废址,tui yua2n fei zhi,0.0
颓垣废井,tui yua2n fei jing,0.0
颓垣断堑,tui yua2n duan pian,0.0
颓垣败井,tui yua2n bai jing,0.0
颓垣败壁,tui yua2n bai bi,0.0
推燥居湿,tui za1o ju shi,0.0
舂容大雅,chong rong da1 ya,0.0
时和岁稔,shi he2 sui ren,0.0
时诎举赢,shi2 qu ju ying,0.0
时日曷丧,shi ri he sa2ng,0.0
缠绵悱恻,cha2n mian fei ce,0.0
冲冠眦裂,chong gua1n zi lie,0.0
实偪处此,shi be2ng chu ci,0.0
拾掇无遗,shi duo wu yi,0.0
推轮捧毂,tui lun pe1ng gu,0.0
推襟送抱,tui jin song ba1o,0.0
拾金不昧,shi jin bu me2i,0.0
拾人涕唾,shi ren ti tuo2,0.0
拾人唾涕,shi ren tuo2 ti,0.0
拾人唾余,shi ren tuo2 yu,0.0
蝉喘雷干,cha2n chuan lei gan,0.0
蝉腹龟肠,cha2n fu gui chang,0.0
蟾宫折桂,cha2n gong zhe gui,0.0
食不餬口,shi bu hu ko2u,0.0
时乖命蹇,shi gua2i ming jian,0.0
时绌举赢,shi2 chu ju ying,0.0
时绌举盈,shi2 chu ju ying,0.0
崇墉百雉,chong yong ba2i zhi,0.0
托物寓兴,tuo1 wu yu xing,0.0
托物寓感,tuo wu yu ga1n,0.0
抽秘骋妍,chou mi cheng ya1n,0.0
抽祕骋妍,chou bi cheng ya1n,0.0
十亲九眷,shi qin jiu jua2n,0.0
托骥之蝇,tuo1 ji zhi ying,0.0
抽抽噎噎,cho1u chou ye ye,0.0
禅絮沾泥,cha2n xu zhan ni,0.0
讬孤寄命,xi2ng gu ji ming,0.0
豚蹄穰田,tun ti ra2ng tian,0.0
十室九匮,shi shi jiu2 kui,0.0
屯蹶否塞,tun jue fou sa2i,0.0
崇洋媚外,chong ya2ng mei wai,0.0
馋涎欲滴,cha2n xian yu di,0.0
崇雅黜浮,chong ya2 chu fu,0.0
崇山峻岭,chong sha2n jun ling,0.0
崇论闳议,cho2ng lun hong yi,0.0
崇论吰议,cho2ng lun hong yi,0.0
崇论豠议,cho2ng lun hong yi,0.0
石火风烛,shi huo2 feng zhu,0.0
石缄金匮,shi jia2n jin kui,0.0
吞符翕景,tun fu xi1 jing,0.0
石泐海枯,shi le ha2i ku,0.0
石室金匮,shi shi jin gui2,0.0
石室金鐀,shi shi jin gui2,0.0
褪后趋前,tui hou qu qia4n,0.0
大言不惭,da4 yan bu can,0.0
大吆小喝,da4 yao xiao he,0.0
七窍生烟,qi qia1o sheng yan,0.0
率马以骥,shua4i ma yi ji,0.0
鹭序鸳行,lu xu yua4n xing,0.0
鹭序鹓行,lu xu yua4n xing,0.0
鹭约鸥盟,lu yue o4u meng,0.0
冰洁渊清,bing jie yua1n qing,0.0
驴唇马觜,lv chun ma2 zi,0.0
驴鸣犬吠,lv ming qua2n fei,0.0
闾阎安堵,lu ya3n an du,0.0
闾阎扑地,lv ya2n pu di,0.0
摇尾乞怜,ya2o wei qi lian,0.0
吕武操莽,lv wu ca3o mang,0.0
摇头黣尾,ya2o tou mou wei,0.0
履穿踵决,lv chua3n zhong jue,0.0
履仁蹈义,lv ren da3o yi,0.0
冰解壤分,bing jie ra1ng fen,0.0
冰壸秋月,bing kun qiu yue1,0.0
冰清玉粹,bing qing yu cui1,0.0
履丝曳缟,lv si ye ga3o,0.0
履汤蹈火,lv ta3ng dao huo,0.0
摇唇鼓喙,ya2o chun gu hui,0.0
履舄交错,lv xi jia3o cuo,0.0
峣峣易缺,ya2o yao yi que,0.0
履险蹈危,lv xia3n dao wei,0.0
尧天舜日,ya2o tian shun ri,0.0
尧趋舜步,ya2o qu shun bu,0.0
尧年舜日,ya2o nian shun yue,0.0
履盈蹈满,lv ying da3o man,0.0
虑周藻密,lv zhou za4o mi,0.0
鹭朋鸥侣,lu peng o4u lv,0.0
戮力壹心,lu li4 yi xin,0.0
冰魂雪魄,bing hun xue po1,0.0
碌碌寡合,lu lu gua4 he,0.0
卤莽灭裂,lu ma3ng mie lie,0.0
冰魂素魄,bing hun su po1,0.0
窈窕淑女,ya3o tiao shu nv,0.0
咬音咂字,ya3o yin za zi,0.0
鲁阳麾戈,lu ya3ng hui ge,0.0
咬文齧字,ya3o wen nie zi,0.0
咬文啮字,ya3o wen nie zi,0.0
鲁鱼亥豕,lu yu ha3i shi,0.0
陆詟水栗,lu zhe4 shui li,0.0
咬姜呷醋,ya3o jiang xia cu,0.0
鹿皮苍璧,lu pi ca4ng bi,0.0
鹿驯豕暴,lu xun shi ba4o,0.0
杳无音信,ya3o wu yin xin,0.0
路远迢迢,lu yua4n tiao tiao,0.0
杳无音耗,ya3o wu yin hao,0.0
碌碌无奇,lu lu wu qi4,0.0
碌碌无闻,lu lu wu we4n,0.0
杳如黄鹤,ya3o ru huang he,0.0
路叟之忧,lu so4u zhi you,0.0
瑶台银阙,ya2o tai yin que,0.0
瑶台琼室,ya2o tai qiong shi,0.0
瑶林琼树,ya2o lin qiong shu,0.0
瑶环瑜珥,ya2o huan yu er,0.0
瑶池玉液,ya2o shi yu ye,0.0
瑶草琪葩,ya2o cao qi pa,0.0
瑶草琪花,ya2o cao qi hua,0.0
率尔操觚,shua4i er cao gu,0.0
低唱浅酌,di cha4ng qian zhuo,0.0
露纂雪钞,lu zua4n xue chao,0.0
绿鬓朱颜,lv bin zhu ya4n,0.0
养虎自啮,ya3ng hu zi nie,0.0
鸾歌凤舞,lua2n ge feng wu,0.0
鸾孤凤寡,lua2n gu feng gua,0.0
鸾孤凤只,lua2n gu feng zhi,0.0
养虎贻患,ya3ng hu yi huan,0.0
鸾鹄停峙,lua2n hu ting zhi,0.0
鸾鹄在庭,lua2n hu zai ting,0.0
鸾回凤翥,lua2n hui feng zhu,0.0
鸾交凤俦,lua2n jiao feng chou,0.0
鸾交凤友,lua2n jiao feng you,0.0
仰屋窃叹,ya3ng wu qie tan,0.0
仰首伸眉,ya3ng shou shen mei,0.0
仰事俛畜,ya3ng shi fu chu,0.0
仰事俯育,ya3ng shi fu yu,0.0
仰事俯畜,ya3ng shi fu xu,0.0
仰拾俯取,ya3ng shi fu qu,0.0
仰人眉睫,ya3ng ren mei jie,0.0
仰取俯拾,ya3ng qu fu shi,0.0
仰面唾天,ya3ng mian tuo tian,0.0
仰观俯察,ya3ng guan fu cha,0.0
鸾胶凤丝,lua2n jiao feng si,0.0
卬头阔步,a2ng tou kuo bu,0.0
卬首信眉,a2ng shou shen mei,0.0
鸾鸣凤奏,lua2n ming feng zou,0.0
鸾漂凤泊,lua2n piao feng bo,0.0
洋洋纚纚,ya2ng yang sa sa,0.0
鸾飘凤泊,lua2n piao feng bo,0.0
养虎自齧,ya3ng hu zi nie,0.0
养虺成蛇,ya3ng hui cheng she,0.0
养晦韬光,ya3ng hui tao guang,0.0
养痈贻患,ya3ng yong yi huan,0.0
绿草如茵,lv ca4o ru yin,0.0
夭桃穠李,ya1o tao nong li,0.0
夭桃秾李,ya1o tao nong li,0.0
低唱浅斟,di cha4ng qian zhen,0.0
幺弦孤韵,ya1o xian gu yun,0.0
幺豚暮鹨,ya1o tun mu liu,0.0
绿蓑青笠,lv suo4 qing li,0.0
鸾翱凤翥,lua2n ao feng zhu,0.0
怏怏不悦,ya4ng yang bu yue,0.0
怏怏不乐,ya4ng yang bu le,0.0
鸾俦凤侣,lua2n chou feng lv,0.0
养痈遗患,ya3ng yong yi huan,0.0
养痈成患,ya3ng yong cheng huan,0.0
鸾歌凤吹,lua2n ge feng chui,0.0
养鹰飏去,ya3ng ying zou qu,0.0
养音九皋,ya3ng yin jiu gao,0.0
鸾颠凤倒,lua2n dian feng dao,0.0
养威蓄锐,ya3ng wei xu rui,0.0
鸾飞凤舞,lua2n fei feng wu,0.0
鸾飞凤翥,lua2n fei feng zhu,0.0
冰天雪窖,bing tia1n xue jiao,0.0
鸾分凤离,lua2n fen feng li,0.0
养锐蓄威,ya3ng rui xu wei,0.0
鸾凤分飞,lua2n feng fen fei,0.0
养精蓄锐,ya3ng jing xu rui,0.0
鸾凤和鸣,lua2n feng he ming,0.0
低头耷脑,di tou da1 nao,0.0
羝羊触藩,di ya1ng chu fan,0.0
鸾停鹄峙,lua2n ting hu zhi,0.0
一笔抹摋,yi bi mo sa1,0.0
一倡一和,yi cha1ng yi he,0.0
一倡三叹,yi cha1ng san tan,0.0
一倡百和,yi cha1ng bai he,0.0
龙蟠虎绕,long pa2n hu rao,0.0
龙蟠虬结,long pa2n qiu jie,0.0
龙伸蠖屈,lo2ng shen huo qu,0.0
摽梅之年,bia4o men zhi nian,0.0
滴水不羼,di shui bu cha1n,0.0
一差二悮,yi cha1 er wu,0.0
龙首豕足,lo2ng shou shi zu,0.0
别出机杼,bie2 chu ji zhu,0.0
龙腾虎蹴,lo2ng teng hu cu,0.0
别鹤孤鸾,bie he gu lua2n,0.0
龙腾虎啸,long teng hu xia2o,0.0
别鹤离鸾,bie he li la2un,0.0
龙腾虎踯,lo2ng teng hu zhi,0.0
一秉至公,yi bing zhi go1ng,0.0
龙威燕颔,long wei ya2n han,0.0
龙骧豹变,long xia2ng bao bian,0.0
龙骧凤矫,long xia2ng feng jiao,0.0
龙骧虎步,long xia2ng hu bu,0.0
龙骧虎视,long xia2ng hu shi,0.0
龙骧虎啸,long xia2ng hu xiao,0.0
龙骧虎踤,long xia2ng hu jia,0.0
龙骧蠖屈,long xia2ng huo qu,0.0
龙骧麟振,long xia2ng lin zhen,0.0
一碧万顷,yi bi wa1n qing,0.0
龙蟠虎踞,long pa2n hu ju,0.0
龙蟠虎伏,long pa2n hu fu,0.0
龙蟠凤翥,long pa2n feng zhu,0.0
龙肝凤髓,long ga2n feng sui,0.0
涤地无类,di di wu le2i,0.0
一箪一瓢,yi da1n yi piao,0.0
敌众我寡,di zhong wo gua2,0.0
敌王所忾,di wa2ng suo kai,0.0
敌忾同仇,di ka2i tong chou,0.0
龙驰虎骤,lo2ng chi hu zhou,0.0
龙雏凤种,lo2ng chu feng zhong,0.0
龙幡虎纛,long fa2n hu dao,0.0
龙飞凤翥,lo2ng fei feng zhu,0.0
一蹴可几,yi cu ke1 ji,0.0
一蹴而就,yi cu e1r jiu,0.0
一蹴而得,yi cu e1r de,0.0
龙翰凤雏,long ha2n feng chu,0.0
龙蟠凤逸,long pa2n feng yi,0.0
龙翰凤翼,long ha2n feng yi,0.0
龙荒朔漠,long hua2ng shuo mo,0.0
龙驹凤雏,lo2ng ju feng chu,0.0
龙踚虎卧,long qua2n hu wo,0.0
龙拏虎攫,long na2 hu jue,0.0
龙拏虎跳,long na2 hu tiao,0.0
龙拏虎掷,long na2 hu zhi,0.0
膘肥体壮,bia1o fei ti zhuang,0.0
一尘不缁,yi che1n bu zi,0.0
龙盘凤翥,long pa2n feng zhu,0.0
龙盘虎拏,long pa2n hu na,0.0
一朝之忿,yi zha1o zhi fen,0.0
龙翔凤跃,long xia2ng feng yue,0.0
龙翔凤翥,long xia2ng feng zhu,0.0
鬓乱钗横,bin lua4n chai heng,0.0
别开蹊径,bie ka2i xi jing,0.0
镂冰炊砾,lo4u bing chui li,0.0
镂冰雕琼,lou bing dia4o qiong,0.0
镂冰雕朽,lou bing dia4o xiu,0.0
业业兢兢,ye4 ye jing jing,0.0
业业矜矜,ye4 ye jin jin,0.0
业峻鸿绩,ye jun ho4ng ji,0.0
镂冰劚雪,lou bing dia4o xue,0.0
镂尘吹影,lo4u chen chui ying,0.0
镂肝鉥肾,lou ga4n qia shen,0.0
镂骨铭肌,lo4u gu ming ji,0.0
野蔌山肴,ye su sha3n yao,0.0
镂骨铭心,lo4u gu ming xin,0.0
镂金错采,lou jin cuo ca4i,0.0
镂金错彩,lou jin cuo ca4i,0.0
镂金铺翠,lo4u jin pu cui,0.0
镂心刻骨,lo4u xin ke gu,0.0
镂心呕血,lo4u xin ou xue,0.0
镂心鉥肝,lou xin feng ga4n,0.0
镂玉裁冰,lou yu ca4i bing,0.0
镂月裁云,lou yue ca4i yun,0.0
冶叶倡条,ye ye cha3ng tiao,0.0
冶容诲淫,ye ro3ng hui yin,0.0
镂脂翦楮,lou zhi jia4n chu,0.0
露钞雪纂,lu cha4o xue zuan,0.0
彬彬济济,bi1n bin ji ji,0.0
堤溃蚁孔,di kui yi ko1ng,0.0
彬彬有礼,bin bin yo1u li,0.0
漏卮难满,lou zhi na4n man,0.0
曳兵弃甲,ye bing qi jia4,0.0
曳兵之计,ye4 bing zhi ji,0.0
夜以继昼,ye yi ji zho4u,0.0
龙血凤髓,lo2ng xue feng sui,0.0
别来无恙,bie la2i wu yang,0.0
龙吟虎啸,long yin hu xia2o,0.0
龙游曲沼,long you qu zhao,0.0
龙驭上宾,long yu sha2ng bin,0.0
别树一帜,bie2 shu yi zhi,0.0
龙战鱼骇,long zha2n yu hai,0.0
龙章麟角,long zha2ng lin jiao,0.0
宾饯日月,bin jia1n ri yue,0.0
龙蛰蠖屈,lo2ng zhe huo qu,0.0
笼鸟槛猿,long nia2o jian yuan,0.0
隆刑峻法,long xing jun fa2,0.0
陇头音信,lo3ng tou yin xin,0.0
曳裾王门,ye ju wa4ng men,0.0
楼船箫鼓,lou chuan xiao gu,0.0
蝼蚁贪生,lou yi ta2n sheng,0.0
陋巷箪瓢,lou xia4ng dan piao,0.0
夜阑人静,ye la4n ren jing,0.0
堤溃蚁穴,di kui yi xue1,0.0
夜静更阑,ye jing geng la4n,0.0
宾餿日月,bin jia1n ri yue,0.0
漏脯充饥,lo4u fu chong ji,0.0
漏尽更阑,lou jin geng la4n,0.0
漏尽锺鸣,lo4u jin zhong ming,0.0
曳尾涂中,ye wei tu zho4ng,0.0
曳尾泥涂,ye4 wei ni tu,0.0
鸾跂鸿惊,lua2n qi hong jing,0.0
鸾翔凤集,lua2n xiang feng ji,0.0
涤秽荡瑕,di hui da2ng xia,0.0
兵闻拙速,bing wen zhuo1 su,0.0
谩藏诲盗,ma4n cang hui dao,0.0
谩辞哗说,ma4n ci hua shuo,0.0
谩天谩地,ma4n tian man di,0.0
谩天昧地,ma2n tian mei di,0.0
慢藏诲盗,ma4n cang hui dao,0.0
慢条厮礼,ma4n tiao si li,0.0
沿门讬钵,ya2n men tuo bo,0.0
漫藏诲盗,ma4n cang hui dao,0.0
漫天蔽野,ma4n tian bi ye,0.0
漫天匝地,ma4n tian za di,0.0
道在屎溺,da4o zai shi ni,0.0
蔓蔓日茂,ma4n man ri mao,0.0
道远知骥,da4o yuan zhi ji,0.0
芒鞋竹笠,ma2ng xie zhu li,0.0
尨眉皓发,chou mei ha2o fa,0.0
盲风妒雨,ma2ng feng du yu,0.0
盲风晦雨,ma2ng feng hui yu,0.0
盲翁扪钥,ma2ng weng men yao,0.0
盲翁扪籥,ma2ng weng men yue,0.0
茫无涯际,ma2ng wu ya ji,0.0
蟒袍玉带,ma3ng pao yu dai,0.0
兵拏祸结,bing na1 huo jie,0.0
毛骨耸然,ma2o gu song ran,0.0
毛骨竦然,ma2o gu song ran,0.0
茅庐三顾,ma2o lu san gu,0.0
茅屋采椽,ma2o wu cai chuan,0.0
冒大不韪,ma4o da bu wei,0.0
研精阐微,ya2n jing chan wei,0.0
研精殚力,ya2n jing dan li,0.0
研精殚思,ya2n jing dan si,0.0
偃兵修文,ya3n bing xiu wen,0.0
偃武息戈,ya3n wu xi ge,0.0
偃武櫜兵,ya3n wu gao bing,0.0
偃武觌文,ya3n wu di wen,0.0
偃武崇文,ya3n wu chong wen,0.0
偃鼠饮河,ya3n shu yin he,0.0
偃旗息鼓,ya3n qi xi gu,0.0
偃旗卧鼓,ya3n qi wo gu,0.0
偃旗仆鼓,ya3n qi pu gu,0.0
